diagnostic_score,quiz_average,overall_mastery,total_study_hours,total_attempts,study_streak,final_exam_score
69.8,63.5,59.1,19.6,12,3,56.0
61.3,55.7,46.1,11.23,14,4,44.5
86.9,73.9,70.0,15.31,7,11,70.8
52.2,49.5,51.8,9.53,16,10,49.1
56.0,61.6,45.1,5.06,12,2,47.4
80.0,73.8,71.5,6.81,14,6,71.7
89.6,56.8,49.7,4.23,14,2,52.8
71.6,62.2,63.3,24.98,6,28,62.7
78.6,70.8,71.5,23.62,6,19,67.4
38.6,39.5,38.1,62.16,13,6,36.4
76.2,72.9,72.9,28.16,5,8,70.4
57.5,46.6,48.6,3.07,11,10,44.6
30.6,44.2,38.0,45.13,10,8,41.8
74.0,65.6,65.0,41.71,8,8,70.6
92.5,77.9,78.4,13.72,4,20,73.7
56.4,59.8,54.1,19.63,19,6,43.9
89.7,80.0,69.8,76.66,20,7,77.6
86.8,87.5,81.8,17.2,11,12,77.8
76.3,77.7,69.4,49.15,10,7,68.0
95.9,78.8,73.4,3.73,11,9,72.3
73.1,74.3,64.7,6.24,11,2,63.9
72.1,68.0,61.3,13.62,17,3,55.5
40.2,46.7,43.4,19.58,12,1,39.2
61.1,65.3,51.0,35.88,12,5,60.4
57.1,53.8,48.7,90.9,17,4,51.1
97.3,78.6,83.5,11.85,16,37,80.5
46.6,52.9,50.5,2.97,18,6,35.7
57.8,76.8,69.5,34.31,12,10,60.6
80.2,65.7,63.3,20.55,25,3,61.8
64.6,55.0,52.9,6.43,11,11,55.3
84.5,73.7,72.5,15.66,15,6,63.1
45.4,60.7,46.5,29.12,13,8,49.2
59.1,66.3,49.4,31.43,10,3,52.3
38.4,59.3,43.1,15.85,9,5,47.2
45.7,50.1,45.5,9.28,10,7,38.7
51.6,54.3,51.8,74.8,13,6,55.9
56.7,58.7,47.1,23.77,12,16,49.2
58.4,64.2,67.4,12.49,15,15,60.4
58.2,52.4,59.7,8.58,14,22,54.1
62.1,56.1,47.1,28.27,13,7,49.7
51.7,57.4,61.0,7.55,10,22,56.3
53.2,39.8,48.2,5.77,17,11,42.7
83.4,67.6,65.0,17.09,10,2,61.9
59.9,56.4,55.6,8.85,15,4,49.4
46.2,46.8,35.4,21.83,19,2,39.1
57.0,55.9,46.7,4.51,12,1,46.3
56.0,57.8,46.2,23.28,10,2,44.7
81.5,54.4,60.5,8.66,9,1,54.0
88.6,69.0,70.9,2.0,13,8,61.6
42.8,36.5,46.4,4.71,11,4,37.4
63.2,63.5,53.8,56.25,10,3,56.1
50.9,64.2,53.7,42.4,12,9,58.2
72.7,64.0,62.6,7.32,17,11,61.3
77.6,73.3,82.7,32.14,13,23,72.2
42.3,62.3,50.7,20.76,19,7,49.3
52.1,69.7,57.8,72.74,12,4,63.2
54.9,50.6,46.3,11.36,13,3,43.9
72.2,69.0,60.8,24.88,12,2,57.6
59.0,58.5,48.4,3.31,17,2,43.5
88.2,79.0,71.3,12.09,13,4,71.8
53.2,62.7,65.2,68.38,10,30,69.7
47.3,49.7,42.2,17.49,14,1,41.0
49.4,45.7,44.7,8.79,17,2,43.7
29.3,38.0,38.4,4.56,11,2,21.8
30.0,52.2,40.3,26.32,17,8,45.6
63.7,69.6,57.9,22.7,16,3,57.1
78.0,70.0,60.6,11.37,7,4,60.6
41.3,43.1,37.5,62.29,6,1,41.2
73.8,67.4,59.1,2.45,14,4,61.9
58.6,51.7,47.2,9.24,12,1,41.6
53.1,60.8,57.2,52.78,10,5,61.9
91.5,73.2,57.3,9.74,9,1,63.0
80.6,74.9,73.0,7.81,20,10,69.6
58.0,57.8,50.9,17.28,13,6,49.1
60.6,63.5,59.9,36.72,11,8,54.0
25.9,38.7,28.5,4.18,9,4,31.6
64.0,56.8,56.7,59.3,10,3,58.8
63.3,67.9,60.8,33.7,11,1,63.8
48.5,52.5,48.9,6.0,20,5,44.0
63.0,57.2,56.2,26.9,10,5,52.5
65.2,70.9,58.2,11.72,12,4,62.1
71.6,60.4,57.1,12.29,14,9,62.5
47.3,57.3,55.8,32.58,9,11,52.8
61.3,64.3,56.2,67.82,13,9,58.7
79.5,68.2,67.2,4.71,12,1,63.9
45.0,52.6,45.1,12.92,10,6,42.8
92.0,78.4,72.6,15.11,11,1,71.8
77.2,57.4,67.0,11.44,13,8,58.5
62.0,64.1,52.9,11.03,8,3,57.8
80.4,68.5,62.1,3.07,13,1,56.7
59.0,63.1,64.6,25.14,17,13,61.2
84.4,63.5,66.6,13.46,12,6,60.5
70.6,64.8,57.0,6.33,13,3,54.1
60.2,50.0,43.6,35.86,9,1,45.4
64.9,68.0,59.1,34.45,9,5,62.2
35.7,48.9,53.7,15.33,16,16,49.4
70.5,67.5,60.6,9.09,14,6,60.1
48.0,60.8,62.0,22.33,13,22,56.7
59.5,63.8,52.0,8.8,14,1,51.3
70.7,55.9,57.6,7.38,14,6,56.5
40.2,50.8,47.2,28.22,15,10,48.8
72.9,61.7,54.2,2.82,13,5,44.1
74.5,53.1,47.2,3.99,12,1,47.0
62.0,58.7,46.4,2.14,11,6,46.9
50.8,61.6,50.0,5.32,10,6,50.7
82.3,70.5,71.5,3.43,16,9,64.9
40.2,60.2,56.9,100.0,14,9,59.1
71.0,73.5,70.6,8.82,13,10,60.8
66.5,62.7,60.7,5.23,12,7,56.6
39.7,43.9,36.9,7.51,9,2,38.8
90.2,88.0,80.8,57.02,7,4,75.8
46.3,40.3,42.9,16.69,12,10,49.3
64.5,67.6,75.3,11.08,12,19,69.4
82.2,81.8,69.9,43.33,17,1,71.3
61.3,53.2,55.6,12.05,16,5,47.6
86.3,70.3,69.1,10.16,11,3,64.0
58.9,61.2,55.6,6.65,13,2,51.5
73.8,60.0,49.4,11.49,16,5,53.9
74.1,57.0,60.0,9.62,14,6,60.7
65.6,64.5,55.2,24.62,20,1,53.6
69.8,66.5,61.6,8.84,10,10,60.7
78.3,65.2,59.4,19.22,20,11,56.0
50.1,43.8,51.4,3.36,16,21,44.4
78.5,74.1,65.4,6.25,13,2,63.7
58.5,43.3,39.0,12.46,14,6,43.3
75.3,74.8,60.2,57.28,12,4,63.8
81.0,74.8,68.9,11.47,16,3,63.6
44.3,57.8,52.8,23.82,9,6,54.4
61.0,54.5,54.7,7.89,14,10,54.9
35.6,50.3,44.3,4.72,11,1,39.8
57.6,57.8,62.0,3.21,13,22,47.8
52.0,61.0,56.0,9.29,10,11,60.8
77.0,65.6,60.3,5.43,9,9,58.7
91.3,66.7,62.0,5.82,11,9,61.2
89.7,75.9,77.8,30.61,15,4,71.0
38.2,51.9,50.6,2.32,10,9,44.9
78.4,69.8,58.3,18.32,15,4,61.5
43.8,40.6,45.0,11.54,7,15,44.6
47.5,58.5,47.8,16.13,15,2,43.3
79.8,68.9,62.0,18.55,7,3,60.3
89.0,76.1,69.3,9.52,10,5,74.3
42.4,54.8,46.8,8.99,9,3,44.3
58.3,61.6,57.2,28.44,11,4,54.2
59.8,58.0,54.4,43.0,9,5,51.6
65.7,59.4,58.8,6.28,16,12,56.7
48.2,54.7,47.2,4.05,7,5,48.0
59.5,71.0,63.0,47.62,16,3,65.3
59.5,50.5,48.2,10.61,14,2,44.9
69.5,58.0,54.9,18.03,12,4,54.9
76.8,70.1,64.1,10.91,16,5,67.3
71.6,62.8,62.4,4.69,11,9,61.4
61.5,57.9,48.9,19.8,10,1,46.8
59.2,73.8,63.6,16.89,15,2,50.4
70.5,61.8,52.2,6.54,10,3,53.4
49.0,56.9,46.5,14.02,14,3,48.6
54.2,59.2,53.9,33.89,22,4,48.9
79.7,74.3,66.0,19.85,18,10,65.8
81.5,66.2,55.6,4.04,22,3,55.7
68.4,57.5,54.9,17.88,16,5,53.8
78.7,78.7,64.3,26.26,12,7,64.7
68.9,68.2,54.1,33.47,11,2,62.3
74.4,78.2,73.3,21.84,16,8,69.3
73.0,55.9,54.0,5.31,11,5,48.9
62.5,59.5,58.9,26.77,14,4,58.6
78.0,73.5,65.4,24.62,10,11,61.5
42.1,38.6,34.5,2.49,15,2,37.4
46.1,55.0,54.5,12.61,9,14,53.0
52.6,51.4,42.9,10.1,14,6,48.3
74.0,65.0,65.3,24.14,13,6,61.1
83.9,72.6,74.4,6.87,12,13,66.6
94.5,83.1,73.6,19.87,12,11,74.6
65.5,73.1,63.7,50.88,13,6,64.8
52.0,73.5,64.1,33.97,8,9,59.2
41.4,43.6,36.5,52.88,11,4,39.5
62.3,60.6,49.0,78.8,12,5,55.6
56.1,49.0,45.1,2.21,15,1,38.3
40.7,60.2,55.8,21.5,13,1,51.7
59.8,54.2,52.5,12.65,9,11,50.3
40.6,53.6,49.2,41.3,11,1,46.2
48.2,43.7,36.5,7.8,13,2,33.1
66.8,66.9,63.7,81.3,11,10,62.0
60.0,58.4,53.8,21.02,11,1,58.2
75.9,66.4,60.6,33.55,15,3,59.0
86.8,70.7,66.5,3.79,16,6,65.8
43.1,47.7,45.9,6.05,14,6,41.9
32.8,42.0,47.0,30.41,16,10,32.1
54.2,51.1,48.4,2.44,14,5,51.0
81.2,75.4,66.5,35.95,12,5,70.1
88.6,79.1,73.7,2.28,13,8,66.7
33.5,50.2,51.6,23.41,13,5,44.3
54.1,61.3,54.5,11.09,15,6,47.2
60.3,57.2,56.0,20.91,15,15,60.9
59.0,69.0,54.0,25.82,10,4,52.5
90.6,89.7,70.9,10.39,11,3,70.1
49.5,33.1,34.3,4.28,13,1,30.0
77.9,65.4,65.0,3.44,14,6,60.1
69.4,69.8,58.2,19.78,22,1,62.9
77.5,76.8,68.4,16.71,10,5,72.1
70.4,62.4,56.9,29.11,14,11,57.1
58.5,56.2,51.9,16.26,13,5,51.3
61.3,61.3,55.2,12.98,19,2,52.6
73.2,59.7,58.0,12.15,17,10,52.9
65.6,46.8,52.5,2.54,17,2,55.0
58.2,60.0,52.6,10.18,13,9,56.1
53.7,67.2,58.5,76.61,16,6,61.8
63.3,70.7,62.8,43.36,19,2,67.5
65.4,63.3,63.0,9.99,9,15,62.8
84.6,76.5,67.5,19.72,10,2,66.8
76.3,62.6,65.9,39.59,14,29,68.7
36.2,41.2,39.8,13.64,4,1,41.1
78.7,66.8,60.3,2.36,17,2,54.4
61.5,47.6,47.3,3.55,14,2,50.0
58.2,51.2,48.5,16.28,15,1,45.6
66.8,63.0,57.4,71.76,12,9,67.7
86.6,81.6,74.6,25.63,9,8,72.9
25.8,30.9,36.4,3.47,7,10,31.1
84.3,85.0,68.8,6.2,7,2,67.8
67.4,75.2,72.9,31.51,13,4,65.0
73.4,67.0,59.8,38.83,7,7,61.0
73.7,54.3,48.7,21.23,15,4,56.1
83.8,56.3,60.1,22.68,10,8,50.9
79.0,63.4,70.8,2.57,20,7,57.4
83.3,75.6,59.2,37.27,16,1,62.3
68.1,67.0,62.7,33.05,16,10,58.2
57.0,68.4,62.0,8.0,10,8,62.0
69.0,65.9,61.2,26.67,16,7,64.3
66.2,53.5,51.4,6.84,14,2,50.7
63.1,54.4,46.8,2.82,10,2,43.9
84.0,83.9,71.3,6.49,22,4,73.6
75.9,57.4,54.6,5.94,8,3,47.3
40.3,37.3,29.1,10.24,7,2,38.6
84.5,65.3,66.7,12.84,9,11,61.3
72.1,68.1,61.5,16.21,17,7,59.1
71.5,68.8,60.9,14.95,19,6,58.0
63.7,54.0,50.8,8.31,12,2,44.6
77.0,71.8,64.7,2.59,7,16,69.9
84.3,83.6,71.5,20.58,15,2,73.0
43.0,53.7,58.2,12.08,12,10,53.5
79.1,67.5,68.5,9.1,10,21,61.1
41.8,52.2,51.7,42.34,10,8,50.0
48.0,51.6,58.2,29.47,20,31,57.2
49.5,59.4,49.8,41.01,22,7,52.8
81.5,75.0,61.3,15.66,17,2,58.6
78.1,73.2,65.2,4.81,11,2,65.5
59.4,68.3,63.4,25.83,14,3,59.3
78.5,74.3,63.3,6.62,15,1,58.1
67.6,72.5,64.9,13.64,6,8,55.1
63.1,55.0,54.0,3.34,12,2,51.3
71.1,67.2,66.1,36.89,18,11,73.1
79.4,63.1,53.2,4.69,14,3,51.0
67.9,68.7,61.6,48.68,11,5,63.6
76.9,81.7,86.9,41.94,13,21,84.1
71.2,62.7,56.5,14.49,14,2,50.8
76.8,70.0,55.0,29.28,9,8,59.0
93.4,66.7,70.3,21.32,7,9,64.7
58.2,69.3,56.6,34.5,19,2,60.7
61.3,53.2,42.9,13.31,15,5,50.4
45.4,69.8,48.3,32.82,15,3,52.5
45.0,59.5,56.8,14.41,10,10,48.1
47.9,67.0,52.8,58.59,13,6,55.3
52.2,67.8,52.5,15.33,13,4,50.0
41.2,55.9,49.7,14.42,22,10,43.2
64.0,56.1,48.3,32.75,16,2,50.6
36.8,41.0,39.6,36.47,13,9,42.0
71.0,53.2,56.7,18.17,9,13,56.5
70.5,53.7,52.8,5.96,14,13,51.9
55.7,53.7,50.1,14.61,11,10,48.9
79.5,72.2,67.3,70.89,24,4,70.0
77.6,71.6,77.5,29.97,9,25,68.4
33.0,51.9,40.8,35.34,16,3,42.4
62.8,48.8,56.9,2.67,21,7,47.1
49.5,48.9,45.8,14.62,15,2,38.4
44.4,54.0,61.9,22.8,15,25,56.3
75.2,68.1,63.8,37.44,11,8,62.0
55.0,54.2,52.5,3.01,16,9,48.9
58.0,69.4,55.0,40.27,14,1,60.1
39.7,42.0,43.6,17.9,17,9,36.8
76.7,74.8,69.6,6.4,17,10,65.6
40.5,54.5,47.9,9.63,9,7,37.9
61.9,57.3,52.3,8.62,11,3,55.2
77.5,59.0,57.7,17.14,11,5,51.8
88.0,70.4,76.6,3.06,15,1,64.8
63.3,51.7,46.6,5.45,14,4,50.7
39.4,38.1,31.2,35.5,15,2,34.2
76.7,65.0,62.7,4.85,15,3,54.1
79.1,83.5,68.7,7.32,15,2,69.1
88.5,69.7,64.0,14.08,12,2,65.6
67.5,61.1,49.8,16.56,15,1,49.4
53.7,62.6,62.5,30.85,11,16,56.9
77.6,70.5,66.8,13.86,15,5,61.5
58.9,51.1,46.5,33.2,11,4,47.6
75.7,65.9,64.3,21.26,13,5,54.6
65.0,62.6,50.6,4.4,13,7,50.9
85.8,61.5,65.1,5.4,15,16,68.4
89.9,85.4,74.3,13.49,9,2,68.9
72.2,62.7,52.8,12.11,14,3,51.8
55.4,44.9,47.6,29.22,12,23,45.1
62.9,63.0,54.1,19.39,18,3,55.8
46.4,40.6,39.3,11.82,17,1,41.3
47.0,59.3,53.1,5.74,8,1,51.4
74.8,52.8,48.8,7.15,15,1,44.5
43.1,52.0,59.9,19.14,13,29,55.4
62.4,65.0,58.9,13.01,11,3,60.2
56.4,49.9,58.5,16.47,9,16,54.0
85.4,66.4,74.8,5.74,16,34,72.0
64.2,66.8,52.5,23.75,19,6,53.8
64.4,59.4,52.6,40.28,11,1,55.2
63.7,47.9,41.2,7.97,7,1,46.9
65.3,70.7,58.8,15.53,7,5,59.2
87.7,79.1,70.6,76.2,18,4,70.7
59.6,50.9,47.7,10.11,14,6,44.8
62.8,55.9,52.2,20.08,11,4,55.3
53.0,57.0,60.5,3.89,12,17,54.3
45.5,54.5,45.6,20.63,13,5,45.7
51.1,44.7,46.0,3.88,8,8,40.1
50.3,63.1,58.9,66.0,9,14,65.0
80.1,70.1,66.5,27.15,15,1,70.0
64.4,66.1,56.2,33.04,13,2,61.5
73.0,66.2,58.2,26.35,12,1,63.5
68.4,71.9,59.3,19.82,19,1,57.7
76.8,63.7,59.8,13.95,12,5,56.5
63.3,70.1,56.5,41.09,7,3,58.8
65.3,57.6,49.8,64.85,10,4,56.6
75.0,57.6,71.4,15.82,12,25,69.3
52.3,58.7,45.1,55.63,13,2,55.3
37.7,47.9,39.9,19.51,13,5,41.4
53.3,55.6,51.4,17.46,8,1,43.1
96.5,73.9,68.9,14.12,10,3,62.0
78.1,66.6,65.8,6.7,20,5,61.6
73.7,62.7,65.1,2.07,13,19,63.6
79.9,73.2,62.1,7.53,17,4,61.3
72.7,70.4,54.7,16.26,16,1,63.8
63.1,64.1,61.9,11.56,8,4,52.4
50.4,51.5,39.5,13.9,13,1,37.1
58.8,77.3,65.3,80.9,9,2,64.6
64.2,66.9,55.8,10.62,12,6,52.7
96.4,70.5,72.3,14.04,13,1,69.7
58.5,64.3,64.4,4.87,15,4,54.1
65.4,51.2,43.9,2.98,20,6,39.8
66.7,73.4,58.8,31.87,18,4,64.0
65.5,64.1,58.5,18.91,13,1,49.6
44.7,56.3,62.0,30.6,9,27,53.3
39.1,36.2,36.4,5.25,9,3,27.2
55.8,62.8,55.3,18.96,9,10,54.7
57.5,57.8,58.8,7.85,16,3,52.1
66.1,49.6,49.1,7.18,18,4,53.7
70.3,61.5,52.0,2.23,15,4,55.0
55.0,46.6,42.5,4.79,12,3,46.2
76.7,67.9,55.7,9.4,7,1,57.7
64.7,57.7,59.0,4.49,16,3,49.0
70.8,73.7,67.7,87.17,16,14,71.5
78.1,65.9,65.9,9.38,10,8,63.5
31.7,46.9,34.8,4.79,17,1,36.2
79.5,70.0,63.0,6.44,13,6,59.5
65.2,64.1,55.5,19.72,9,14,58.7
72.2,65.7,64.7,3.32,7,8,55.9
60.3,60.2,57.0,41.67,13,1,52.1
46.6,59.9,51.7,67.14,9,13,52.5
86.9,67.0,57.5,7.67,10,3,59.1
68.5,62.0,60.0,13.96,10,4,52.0
59.9,51.0,42.0,2.45,15,5,41.7
65.9,49.4,58.2,22.47,16,12,56.8
91.2,67.8,70.1,12.69,8,17,64.4
39.6,54.0,48.1,8.3,18,17,43.9
86.0,73.8,67.4,6.63,9,1,64.5
49.6,48.6,47.0,23.23,14,16,47.9
77.9,59.9,53.2,12.76,12,1,52.2
65.9,55.5,52.4,5.96,11,2,52.3
66.7,74.1,54.4,25.37,8,5,60.9
57.9,61.7,61.1,18.65,8,5,59.3
46.6,64.0,53.8,41.13,12,6,53.7
77.1,68.1,58.0,4.5,11,5,56.0
46.9,53.2,49.8,32.8,9,17,47.9
75.8,69.1,65.6,24.39,9,2,63.7
55.3,39.1,40.9,4.44,8,2,36.8
71.0,58.5,68.0,25.74,10,16,60.1
28.4,54.6,37.7,13.65,7,1,36.1
29.9,48.4,41.3,60.0,7,6,41.5
61.5,52.9,53.6,5.05,16,8,50.0
91.4,87.1,80.9,22.59,17,5,72.0
89.8,73.5,75.9,11.62,11,8,70.9
57.6,67.6,53.3,64.85,20,2,61.4
67.5,46.1,51.3,10.01,11,12,46.8
68.2,68.0,56.0,67.5,11,1,68.8
82.8,73.5,67.0,48.35,7,4,69.0
43.1,43.6,40.3,8.3,13,1,31.9
74.7,75.1,60.2,34.55,19,5,62.9
83.8,70.0,71.6,100.0,16,7,72.7
78.5,53.9,58.2,7.82,13,18,58.2
58.8,71.4,61.7,13.48,16,9,57.8
61.0,62.5,60.7,16.69,14,5,52.2
77.5,74.9,75.8,8.99,14,17,65.5
80.0,66.5,64.3,2.31,14,5,57.7
54.6,54.6,45.3,6.97,16,6,43.4
33.7,55.3,41.0,8.62,23,6,36.4
70.6,66.5,63.7,13.73,21,4,56.7
76.9,79.1,71.6,5.75,15,12,69.9
31.5,54.7,39.9,43.31,12,2,48.6
21.8,55.2,45.4,26.41,15,5,44.4
73.8,57.7,53.7,3.78,13,8,57.5
66.7,59.6,62.5,23.0,19,15,62.5
65.6,65.0,64.0,23.21,15,14,63.8
79.5,70.5,65.2,64.57,15,5,67.7
67.0,47.4,47.3,2.06,11,7,46.3
98.8,66.7,64.8,7.7,9,4,62.6
31.4,52.3,37.3,54.56,11,4,42.0
53.1,56.8,58.3,55.8,18,15,58.4
50.6,62.7,57.8,27.5,18,17,58.8
40.2,46.1,50.0,31.03,12,14,47.8
60.5,62.7,52.5,3.92,9,1,49.7
93.3,84.1,76.7,16.43,10,12,75.5
65.7,53.1,58.7,7.27,11,19,55.9
73.2,58.7,53.7,6.0,14,3,54.8
53.0,56.4,54.1,35.25,12,5,46.8
73.6,54.7,55.7,4.9,10,10,49.4
57.2,56.4,50.7,14.65,7,6,53.2
53.0,56.2,67.6,57.8,7,31,64.4
84.9,67.5,66.2,6.11,10,4,60.6
66.4,69.7,69.9,78.33,10,8,67.9
61.3,59.1,61.8,100.0,15,10,61.1
66.2,73.9,60.3,18.22,16,5,62.0
67.5,59.8,63.9,5.73,11,12,53.4
77.2,67.2,68.7,9.6,18,5,62.3
92.9,77.2,78.1,13.05,19,4,72.7
49.5,54.4,49.6,9.4,8,1,46.8
48.5,44.6,45.2,8.59,12,4,41.8
60.7,62.1,56.7,73.68,13,9,62.5
54.9,56.5,53.9,5.33,21,16,48.8
71.8,65.6,57.1,28.43,18,2,54.8
84.0,57.6,50.7,2.01,13,3,61.1
50.9,65.4,58.5,20.14,12,2,52.7
64.4,62.6,57.3,51.53,17,8,59.1
58.7,60.7,68.3,8.79,6,20,61.7
59.9,46.8,42.3,6.1,16,7,48.5
86.6,82.3,78.9,23.09,14,6,72.2
48.0,46.2,40.7,26.94,17,5,38.6
76.4,64.5,53.2,25.3,11,1,52.2
100.0,76.0,82.5,9.69,9,9,80.5
67.1,51.9,56.0,7.81,12,6,47.3
60.5,78.5,67.3,64.43,13,7,68.9
55.4,55.9,56.5,53.36,14,15,53.9
74.2,60.4,62.5,14.22,11,10,53.7
78.6,69.0,67.9,39.44,10,10,66.2
25.7,29.9,31.4,14.04,13,17,27.0
91.8,77.2,82.6,13.05,15,29,75.4
38.7,45.9,48.6,5.41,15,6,47.9
53.7,65.1,63.7,13.12,13,1,56.6
47.4,59.9,56.5,17.42,12,4,54.0
69.4,61.9,62.4,2.46,16,10,59.8
42.0,41.1,34.4,13.74,13,1,34.4
73.4,76.0,61.4,32.41,11,1,61.9
100.0,87.1,74.9,24.79,9,1,76.6
50.1,43.5,41.8,22.17,13,9,42.8
66.1,67.9,68.9,50.06,13,5,63.4
54.1,51.1,53.2,2.36,16,3,46.6
75.0,65.1,61.4,18.29,14,1,56.3
75.4,69.1,61.9,32.96,17,9,62.8
57.0,60.2,55.7,17.59,13,3,51.0
68.1,63.4,55.3,9.83,9,2,49.4
82.3,73.2,60.1,4.93,7,7,53.2
50.8,71.7,60.4,45.71,16,6,56.9
80.4,73.5,62.6,14.73,13,3,68.9
51.5,52.9,45.6,44.09,12,7,47.9
56.2,45.5,41.6,19.63,15,2,45.0
70.6,69.8,63.5,24.43,13,10,55.1
97.0,82.0,74.5,34.62,10,2,71.4
66.1,53.5,49.5,23.53,16,2,45.2
68.3,60.1,51.6,12.15,18,10,52.5
64.7,59.8,62.9,16.42,12,8,65.4
42.6,51.2,38.7,34.5,13,2,43.8
78.2,61.9,53.5,11.36,11,1,60.4
80.6,69.3,67.6,11.82,15,12,63.7
61.5,59.4,56.6,4.01,9,10,57.5
59.1,59.3,58.0,51.2,14,3,64.4
68.4,64.5,61.1,3.91,10,7,56.2
78.0,55.2,55.5,22.89,15,1,52.7
73.5,64.4,61.1,12.66,13,5,53.6
100.0,82.3,75.9,12.4,16,1,72.1
62.4,63.3,57.2,24.76,16,4,55.9
68.0,54.6,42.6,3.39,18,1,52.5
60.1,60.2,52.6,20.01,17,4,47.5
75.6,58.1,60.8,31.57,10,4,58.9
60.0,55.8,66.7,37.23,12,4,51.7
55.3,54.5,42.3,5.74,13,1,41.7
58.1,68.8,59.3,47.54,15,3,60.9
86.6,74.1,69.2,23.35,11,9,70.4
52.7,58.2,58.1,44.72,8,3,57.0
51.6,38.6,35.4,15.28,9,8,39.0
79.3,69.1,65.6,17.62,15,3,64.6
45.9,60.7,44.6,52.28,13,4,50.6
75.7,77.4,67.7,48.03,8,6,65.7
29.0,36.6,40.5,13.89,9,19,30.2
81.3,65.6,64.6,8.42,12,1,58.1
50.4,45.5,36.2,11.99,13,1,37.6
82.9,56.4,60.8,11.81,15,6,61.8
58.9,61.4,63.0,8.76,16,19,57.1
51.9,54.8,62.0,8.26,11,29,54.9
48.4,67.4,59.4,41.47,21,5,58.7
80.2,60.3,53.5,3.45,17,4,53.1
70.6,58.7,60.3,24.64,16,7,60.3
77.1,63.8,58.3,5.79,9,5,63.7
92.7,83.0,81.6,10.45,8,7,82.8
46.4,42.0,46.0,3.27,10,13,41.5
100.0,77.2,75.9,8.29,13,9,73.8
64.2,71.9,59.8,31.26,19,5,66.0
53.5,53.0,50.9,45.26,13,4,50.5
37.7,44.6,45.4,7.01,10,7,41.9
55.4,67.8,54.8,14.46,12,4,49.6
78.7,69.8,59.4,14.71,13,4,59.1
72.0,57.8,56.1,43.36,13,1,61.0
84.1,76.6,62.4,30.78,19,2,63.3
42.8,42.3,33.9,16.39,9,5,35.7
61.6,65.2,56.9,24.22,14,11,51.6
43.2,47.9,39.7,39.59,11,3,49.5
72.5,61.3,52.5,2.19,14,5,57.0
65.4,67.5,50.9,12.31,23,3,54.1
69.4,50.2,43.5,49.56,9,1,52.0
24.7,41.0,45.4,28.97,13,20,42.4
73.6,65.8,60.0,17.65,18,12,64.9
61.0,69.9,56.4,17.09,18,1,53.8
76.0,61.7,68.6,10.55,16,8,63.6
87.7,69.3,65.1,16.7,8,3,67.6
53.1,54.6,62.4,23.31,12,33,62.6
66.6,75.0,59.6,12.84,10,3,51.3
83.7,75.5,76.1,27.05,13,2,68.1
30.6,49.7,38.9,41.5,12,6,37.7
67.5,60.1,59.2,5.36,13,12,56.0
66.2,49.3,52.6,14.01,15,2,41.6
70.2,66.1,61.3,12.49,19,8,51.6
70.0,70.6,60.7,25.26,9,1,67.7
50.4,58.5,56.1,7.75,13,16,53.9
60.7,55.0,47.7,22.45,10,1,48.8
65.6,68.7,68.7,43.99,13,16,68.0
31.2,55.9,46.5,12.83,18,5,43.0
56.1,63.2,51.7,50.39,12,4,59.0
74.3,80.3,77.5,100.0,16,23,76.9
58.5,46.8,55.3,4.24,12,29,51.9
65.6,59.7,50.8,7.31,14,7,51.9
46.1,71.3,48.5,62.07,10,1,52.1
43.1,50.8,45.4,65.56,11,5,53.5
57.8,54.5,53.9,4.06,12,5,47.1
68.2,75.8,69.0,2.3,20,5,66.0
43.4,47.2,33.2,5.51,7,6,36.7
80.5,73.8,64.0,100.0,11,1,74.9
69.0,54.0,50.1,5.97,10,8,46.2
81.8,71.8,68.9,15.97,13,8,62.0
56.3,58.8,48.3,39.73,14,1,47.9
39.9,40.8,40.4,2.41,12,6,36.6
83.6,75.4,69.6,20.55,11,6,73.1
87.2,69.3,60.6,8.49,11,8,67.6
75.5,73.8,59.9,41.66,12,1,55.6
65.3,61.0,57.2,8.67,13,7,55.0
55.8,61.4,52.9,25.22,14,3,40.9
52.2,47.6,39.0,24.43,12,5,45.1
62.2,69.7,57.2,7.01,17,10,60.4
74.7,61.6,60.7,2.71,15,8,56.6
69.0,79.9,60.2,12.53,12,1,61.2
57.7,63.5,49.4,8.83,9,6,50.6
49.9,42.7,49.5,35.11,10,22,46.0
83.8,68.2,61.1,34.23,10,2,64.7
50.6,45.6,43.7,14.21,14,12,42.4
48.5,62.0,51.3,20.65,16,8,54.0
62.8,72.7,65.4,20.54,13,10,61.8
90.8,81.6,70.6,37.11,13,3,69.6
82.2,85.7,74.0,13.07,14,3,65.4
67.6,57.9,59.1,8.44,11,15,49.2
67.7,57.9,54.1,8.16,8,3,56.2
83.9,71.2,67.8,17.37,15,1,62.9
74.1,63.4,63.5,13.93,15,6,60.4
66.6,56.2,56.1,13.6,8,1,58.2
74.8,78.0,74.9,3.91,9,10,65.6
73.5,51.2,54.3,27.36,12,7,51.6
65.5,71.3,65.2,6.81,16,13,60.7
76.8,67.7,64.3,6.39,15,10,61.2
68.9,69.6,56.1,12.65,17,1,62.9
87.3,65.8,63.1,7.17,14,3,66.3
49.4,47.8,49.8,19.53,12,10,48.5
62.2,57.9,49.8,11.29,12,4,54.6
47.4,50.7,55.9,13.92,15,23,50.2
69.9,65.4,59.4,17.41,7,9,59.5
74.4,72.2,63.4,6.55,13,1,59.1
